source,brand,brand_en,model,model_en,generation,generation_en,body,type,type_en,trim,trim_en,name_en_notes,count
import,BMW,BMW,X1,X1,X1 (F48),,,xDrive 20d,xDrive 20d,,,BMW -> X1 -> xDrive 20d,4
import,BMW,BMW,X1,X1,X1 (F48),,,xDrive 20d xLine,xDrive 20d xLine,,,BMW -> X1 -> xDrive 20d xLine,2
import,BMW,BMW,X1,X1,X1 (F48),,,xDrive 20d M 스포츠,xDrive 20d M 스포츠,,,BMW -> X1 -> xDrive 20d M 스포츠,3
import,BMW,BMW,X1,X1,X1 (E84),,,xDrive 28i,xDrive 28i,,,BMW -> X1 -> xDrive 28i,0
import,BMW,BMW,X1,X1,X1 (E84),,,sDrive 18d,sDrive 18d,,,BMW -> X1 -> sDrive 18d,0
import,BMW,BMW,X1,X1,X1 (E84),,,sDrive 20d,sDrive 20d,,,BMW -> X1 -> sDrive 20d,0
import,BMW,BMW,X1,X1,X1 (E84),,,xDrive 18d,xDrive 18d,,,BMW -> X1 -> xDrive 18d,11
import,BMW,BMW,X1,X1,X1 (E84),,,xDrive 20d,xDrive 20d,,,BMW -> X1 -> xDrive 20d,32
import,BMW,BMW,X1,X1,X1 (E84),,,xDrive 23d,xDrive 23d,,,BMW -> X1 -> xDrive 23d,1
import,BMW,BMW,X1,X1,X1 (E84),,,xDrive 25d,xDrive 25d,,,BMW -> X1 -> xDrive 25d,0
import,BMW,BMW,X2,X2 (F39),X2 (U10),,,xDrive20i M 스포츠,xDrive20i M 스포츠,,,BMW -> X2 (F39) -> xDrive20i M 스포츠,36
import,BMW,BMW,X2,X2 (F39),X2 (U10),,,xDrive M35i,xDrive M35i,,,BMW -> X2 (F39) -> xDrive M35i,0
import,BMW,BMW,X2,X2 (F39),X2 (U10),,,xDrive M35i 퍼스트 에디션,xDrive M35i 퍼스트 에디션,,,BMW -> X2 (F39) -> xDrive M35i 퍼스트 에디션,2
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,sDrive20i,sDrive20i,,,BMW -> X2 (F39) -> sDrive20i,0
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive20i 어드밴티지,xDrive20i 어드밴티지,,,BMW -> X2 (F39) -> xDrive20i 어드밴티지,11
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive20i M 스포츠,xDrive20i M 스포츠,,,BMW -> X2 (F39) -> xDrive20i M 스포츠,16
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive20i M 매쉬 에디션,xDrive20i M 매쉬 에디션,,,BMW -> X2 (F39) -> xDrive20i M 매쉬 에디션,3
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive25i 어드밴티지,xDrive25i 어드밴티지,,,BMW -> X2 (F39) -> xDrive25i 어드밴티지,3
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive25i M 스포츠,xDrive25i M 스포츠,,,BMW -> X2 (F39) -> xDrive25i M 스포츠,2
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive M35i,xDrive M35i,,,BMW -> X2 (F39) -> xDrive M35i,11
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive M35i 퍼스트 에디션,xDrive M35i 퍼스트 에디션,,,BMW -> X2 (F39) -> xDrive M35i 퍼스트 에디션,1
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive18d 어드밴티지,xDrive18d 어드밴티지,,,BMW -> X2 (F39) -> xDrive18d 어드밴티지,3
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive18d M 스포츠,xDrive18d M 스포츠,,,BMW -> X2 (F39) -> xDrive18d M 스포츠,2
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive18d M 매쉬 에디션,xDrive18d M 매쉬 에디션,,,BMW -> X2 (F39) -> xDrive18d M 매쉬 에디션,0
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive20d 어드밴티지,xDrive20d 어드밴티지,,,BMW -> X2 (F39) -> xDrive20d 어드밴티지,0
import,BMW,BMW,X2,X2 (F39),X2 (F39),,,xDrive20d M 스포츠,xDrive20d M 스포츠,,,BMW -> X2 (F39) -> xDrive20d M 스포츠,6
import,BMW,BMW,X3,X3,X3 (G45),,,xDrive 20,xDrive 20,,,BMW -> X3 -> xDrive 20,8
import,BMW,BMW,X3,X3,X3 (G45),,,xDrive 20 M 스포츠,xDrive 20 M 스포츠,,,BMW -> X3 -> xDrive 20 M 스포츠,39
import,BMW,BMW,X3,X3,X3 (G45),,,xDrive 20 M 스포츠 프로,xDrive 20 M 스포츠 프로,,,BMW -> X3 -> xDrive 20 M 스포츠 프로,19
import,BMW,BMW,X3,X3,X3 (G45),,,xDrive 20 M 스포츠 프로 퍼스트 에디션,xDrive 20 M 스포츠 프로 퍼스트 에디션,,,BMW -> X3 -> xDrive 20 M 스포츠 프로 퍼스트 에디션,2
import,BMW,BMW,X3,X3,X3 (G45),,,M50 프로,M50 프로,,,BMW -> X3 -> M50 프로,12
import,BMW,BMW,X3,X3,X3 (G45),,,M50 프로 퍼스트 에디션,M50 프로 퍼스트 에디션,,,BMW -> X3 -> M50 프로 퍼스트 에디션,0
import,BMW,BMW,X3,X3,X3 (G45),,,xDrive 20d,xDrive 20d,,,BMW -> X3 -> xDrive 20d,3
import,BMW,BMW,X3,X3,X3 (G45),,,xDrive 20d M 스포츠,xDrive 20d M 스포츠,,,BMW -> X3 -> xDrive 20d M 스포츠,28
import,BMW,BMW,X3,X3,X3 (G01),,,sDrive 20i,sDrive 20i,,,BMW -> X3 -> sDrive 20i,0
import,BMW,BMW,X3,X3,X3 (G01),,,sDrive 30i,sDrive 30i,,,BMW -> X3 -> sDrive 30i,0
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20i,xDrive 20i,,,BMW -> X3 -> xDrive 20i,71
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20i 럭셔리,xDrive 20i 럭셔리,,,BMW -> X3 -> xDrive 20i 럭셔리,20
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20i M 스포츠,xDrive 20i M 스포츠,,,BMW -> X3 -> xDrive 20i M 스포츠,180
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20i M 스포츠 온라인 익스클루시브 에디션,xDrive 20i M 스포츠 온라인 익스클루시브 에디션,,,BMW -> X3 -> xDrive 20i M 스포츠 온라인 익스클루시브 에디션,40
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20i M 스포츠 프로,xDrive 20i M 스포츠 프로,,,BMW -> X3 -> xDrive 20i M 스포츠 프로,55
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20i 인디비주얼,xDrive 20i 인디비주얼,,,BMW -> X3 -> xDrive 20i 인디비주얼,0
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30i,xDrive 30i,,,BMW -> X3 -> xDrive 30i,0
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive M40i,xDrive M40i,,,BMW -> X3 -> xDrive M40i,30
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive M40i 온라인 익스클루시브 에디션,xDrive M40i 온라인 익스클루시브 에디션,,,BMW -> X3 -> xDrive M40i 온라인 익스클루시브 에디션,2
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30e,xDrive 30e,,,BMW -> X3 -> xDrive 30e,12
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30e M 스포츠,xDrive 30e M 스포츠,,,BMW -> X3 -> xDrive 30e M 스포츠,59
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30e M 스포츠 프로,xDrive 30e M 스포츠 프로,,,BMW -> X3 -> xDrive 30e M 스포츠 프로,5
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30e M 스포츠 온라인 익스클루시브 에디션,xDrive 30e M 스포츠 온라인 익스클루시브 에디션,,,BMW -> X3 -> xDrive 30e M 스포츠 온라인 익스클루시브 에디션,6
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20d,xDrive 20d,,,BMW -> X3 -> xDrive 20d,45
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20d M 스포츠,xDrive 20d M 스포츠,,,BMW -> X3 -> xDrive 20d M 스포츠,85
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20d M 스포츠 프로,xDrive 20d M 스포츠 프로,,,BMW -> X3 -> xDrive 20d M 스포츠 프로,7
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 20d M 스포츠 온라인 익스클루시브 에디션,xDrive 20d M 스포츠 온라인 익스클루시브 에디션,,,BMW -> X3 -> xDrive 20d M 스포츠 온라인 익스클루시브 에디션,2
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30d,xDrive 30d,,,BMW -> X3 -> xDrive 30d,5
import,BMW,BMW,X3,X3,X3 (G01),,,xDrive 30d M 스포츠,xDrive 30d M 스포츠,,,BMW -> X3 -> xDrive 30d M 스포츠,1
import,BMW,BMW,X3,X3,X3 (F25),,,sDrive 28i,sDrive 28i,,,BMW -> X3 -> sDrive 28i,1
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 20i,xDrive 20i,,,BMW -> X3 -> xDrive 20i,0
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 28i,xDrive 28i,,,BMW -> X3 -> xDrive 28i,1
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 35i,xDrive 35i,,,BMW -> X3 -> xDrive 35i,2
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 20d 라이트 패키지,xDrive 20d 라이트 패키지,,,BMW -> X3 -> xDrive 20d 라이트 패키지,2
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 20d,xDrive 20d,,,BMW -> X3 -> xDrive 20d,19
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 20d 하이,xDrive 20d 하이,,,BMW -> X3 -> xDrive 20d 하이,34
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 20d M 스포츠,xDrive 20d M 스포츠,,,BMW -> X3 -> xDrive 20d M 스포츠,6
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 20d M 에어로다이나믹,xDrive 20d M 에어로다이나믹,,,BMW -> X3 -> xDrive 20d M 에어로다이나믹,29
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 30d,xDrive 30d,,,BMW -> X3 -> xDrive 30d,0
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 30d 하이,xDrive 30d 하이,,,BMW -> X3 -> xDrive 30d 하이,3
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 30d M 스포츠,xDrive 30d M 스포츠,,,BMW -> X3 -> xDrive 30d M 스포츠,1
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 35d,xDrive 35d,,,BMW -> X3 -> xDrive 35d,0
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 35d 하이,xDrive 35d 하이,,,BMW -> X3 -> xDrive 35d 하이,0
import,BMW,BMW,X3,X3,X3 (F25),,,xDrive 35d M 스포츠,xDrive 35d M 스포츠,,,BMW -> X3 -> xDrive 35d M 스포츠,1
import,BMW,BMW,X3,X3,X3 (E83),,,3.0i,3.0i,,,BMW -> X3 -> 3.0i,0
import,BMW,BMW,X3,X3,X3 (E83),,,3.0si,3.0si,,,BMW -> X3 -> 3.0si,0
import,BMW,BMW,X3,X3,X3 (E83),,,2.5i,2.5i,,,BMW -> X3 -> 2.5i,0
import,BMW,BMW,X3,X3,X3 (E83),,,3.0d,3.0d,,,BMW -> X3 -> 3.0d,0
import,BMW,BMW,X3,X3,X3 (E83),,,3.0d 다이나믹,3.0d 다이나믹,,,BMW -> X3 -> 3.0d 다이나믹,0
import,BMW,BMW,X3,X3,X3 (E83),,,2.0d,2.0d,,,BMW -> X3 -> 2.0d,1
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i xLine,xDrive20i xLine,,,BMW -> X4 -> xDrive20i xLine,121
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i M 스포츠,xDrive20i M 스포츠,,,BMW -> X4 -> xDrive20i M 스포츠,181
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i M 스포츠 프로 스페셜 에디션,xDrive20i M 스포츠 프로 스페셜 에디션,,,BMW -> X4 -> xDrive20i M 스포츠 프로 스페셜 에디션,20
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i M 스포츠 프로,xDrive20i M 스포츠 프로,,,BMW -> X4 -> xDrive20i M 스포츠 프로,61
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i M 스포츠 X,xDrive20i M 스포츠 X,,,BMW -> X4 -> xDrive20i M 스포츠 X,58
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i M 스포츠 X 온라인 익스클루시브 에디션,xDrive20i M 스포츠 X 온라인 익스클루시브 에디션,,,BMW -> X4 -> xDrive20i M 스포츠 X 온라인 익스클루시브 에디션,41
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20i 인디비주얼,xDrive20i 인디비주얼,,,BMW -> X4 -> xDrive20i 인디비주얼,0
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive30i,xDrive30i,,,BMW -> X4 -> xDrive30i,0
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive M40i,xDrive M40i,,,BMW -> X4 -> xDrive M40i,17
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive M40i 온라인 익스클루시브 에디션,xDrive M40i 온라인 익스클루시브 에디션,,,BMW -> X4 -> xDrive M40i 온라인 익스클루시브 에디션,5
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive M40i 퍼스트 에디션,xDrive M40i 퍼스트 에디션,,,BMW -> X4 -> xDrive M40i 퍼스트 에디션,0
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20d xLine,xDrive20d xLine,,,BMW -> X4 -> xDrive20d xLine,49
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20d M 스포츠,xDrive20d M 스포츠,,,BMW -> X4 -> xDrive20d M 스포츠,72
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive 20d M 스포츠 프로,xDrive 20d M 스포츠 프로,,,BMW -> X4 -> xDrive 20d M 스포츠 프로,13
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20d M 스포츠 X,xDrive20d M 스포츠 X,,,BMW -> X4 -> xDrive20d M 스포츠 X,8
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive20d M 스포츠 온라인 익스클루시브 에디션,xDrive20d M 스포츠 온라인 익스클루시브 에디션,,,BMW -> X4 -> xDrive20d M 스포츠 온라인 익스클루시브 에디션,3
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive30d M 스포츠 X,xDrive30d M 스포츠 X,,,BMW -> X4 -> xDrive30d M 스포츠 X,4
import,BMW,BMW,X4,X4,X4 (G02),,,xDrive M40d,xDrive M40d,,,BMW -> X4 -> xDrive M40d,6
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive28i,xDrive28i,,,BMW -> X4 -> xDrive28i,0
import,BMW,BMW,X4,X4,X4 (F26),,,M40i,M40i,,,BMW -> X4 -> M40i,6
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive20d 라이트 패키지,xDrive20d 라이트 패키지,,,BMW -> X4 -> xDrive20d 라이트 패키지,0
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive20d,xDrive20d,,,BMW -> X4 -> xDrive20d,34
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive20d SAC 에디션,xDrive20d SAC 에디션,,,BMW -> X4 -> xDrive20d SAC 에디션,3
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive20d M 스포츠,xDrive20d M 스포츠,,,BMW -> X4 -> xDrive20d M 스포츠,23
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive30d,xDrive30d,,,BMW -> X4 -> xDrive30d,0
import,BMW,BMW,X4,X4,X4 (F26),,,xDrive30d M 스포츠,xDrive30d M 스포츠,,,BMW -> X4 -> xDrive30d M 스포츠,4
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40i xLine,xDrive 40i xLine,,,BMW -> X5 -> xDrive 40i xLine,111
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40i M 스포츠,xDrive 40i M 스포츠,,,BMW -> X5 -> xDrive 40i M 스포츠,247
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40i M 스포츠 온라인 익스클루시브 에디션,xDrive 40i M 스포츠 온라인 익스클루시브 에디션,,,BMW -> X5 -> xDrive 40i M 스포츠 온라인 익스클루시브 에디션,2
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40i M 스포츠 퍼스트 에디션,xDrive 40i M 스포츠 퍼스트 에디션,,,BMW -> X5 -> xDrive 40i M 스포츠 퍼스트 에디션,0
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40i M 스포츠 프로 스페셜 에디션,xDrive 40i M 스포츠 프로 스페셜 에디션,,,BMW -> X5 -> xDrive 40i M 스포츠 프로 스페셜 에디션,0
import,BMW,BMW,X5,X5,X5 (G05),,,M50i,M50i,,,BMW -> X5 -> M50i,36
import,BMW,BMW,X5,X5,X5 (G05),,,M50i 25주년 에디션,M50i 25주년 에디션,,,BMW -> X5 -> M50i 25주년 에디션,0
import,BMW,BMW,X5,X5,X5 (G05),,,M60i,M60i,,,BMW -> X5 -> M60i,9
import,BMW,BMW,X5,X5,X5 (G05),,,M60i 퍼스트 에디션,M60i 퍼스트 에디션,,,BMW -> X5 -> M60i 퍼스트 에디션,0
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 45e xLine,xDrive 45e xLine,,,BMW -> X5 -> xDrive 45e xLine,47
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 45e M 스포츠,xDrive 45e M 스포츠,,,BMW -> X5 -> xDrive 45e M 스포츠,55
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 50e xLine,xDrive 50e xLine,,,BMW -> X5 -> xDrive 50e xLine,11
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 50e M 스포츠,xDrive 50e M 스포츠,,,BMW -> X5 -> xDrive 50e M 스포츠,45
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 50e M 스포츠 스페셜 에디션,xDrive 50e M 스포츠 스페셜 에디션,,,BMW -> X5 -> xDrive 50e M 스포츠 스페셜 에디션,1
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 50e 퍼스트 에디션,xDrive 50e 퍼스트 에디션,,,BMW -> X5 -> xDrive 50e 퍼스트 에디션,0
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 30d xLine,xDrive 30d xLine,,,BMW -> X5 -> xDrive 30d xLine,149
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 30d M 스포츠,xDrive 30d M 스포츠,,,BMW -> X5 -> xDrive 30d M 스포츠,220
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 30d M 스포츠 퍼스트 에디션,xDrive 30d M 스포츠 퍼스트 에디션,,,BMW -> X5 -> xDrive 30d M 스포츠 퍼스트 에디션,1
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 30d M 스포츠 프로 스페셜 에디션,xDrive 30d M 스포츠 프로 스페셜 에디션,,,BMW -> X5 -> xDrive 30d M 스포츠 프로 스페셜 에디션,0
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40d xLine,xDrive 40d xLine,,,BMW -> X5 -> xDrive 40d xLine,2
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40d M 스포츠,xDrive 40d M 스포츠,,,BMW -> X5 -> xDrive 40d M 스포츠,3
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40d M 스포츠 온라인 익스클루시브 에디션,xDrive 40d M 스포츠 온라인 익스클루시브 에디션,,,BMW -> X5 -> xDrive 40d M 스포츠 온라인 익스클루시브 에디션,20
import,BMW,BMW,X5,X5,X5 (G05),,,xDrive 40d M 스포츠 프로,xDrive 40d M 스포츠 프로,,,BMW -> X5 -> xDrive 40d M 스포츠 프로,0
import,BMW,BMW,X5,X5,X5 (G05),,,M50d,M50d,,,BMW -> X5 -> M50d,8
import,BMW,BMW,X5,X5,X5 (G05),,,M50d 퍼스트 에디션,M50d 퍼스트 에디션,,,BMW -> X5 -> M50d 퍼스트 에디션,6
import,BMW,BMW,X5,X5,X5 (F15),,,sDrive 35i,sDrive 35i,,,BMW -> X5 -> sDrive 35i,0
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 35i,xDrive 35i,,,BMW -> X5 -> xDrive 35i,3
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 50i,xDrive 50i,,,BMW -> X5 -> xDrive 50i,2
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 40e i퍼포먼스,xDrive 40e i퍼포먼스,,,BMW -> X5 -> xDrive 40e i퍼포먼스,7
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 30d,xDrive 30d,,,BMW -> X5 -> xDrive 30d,58
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 30d M 스포츠,xDrive 30d M 스포츠,,,BMW -> X5 -> xDrive 30d M 스포츠,21
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 30d 비전 100 에디션,xDrive 30d 비전 100 에디션,,,BMW -> X5 -> xDrive 30d 비전 100 에디션,0
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 35d,xDrive 35d,,,BMW -> X5 -> xDrive 35d,0
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 40d,xDrive 40d,,,BMW -> X5 -> xDrive 40d,15
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive 40d 블랙&화이트,xDrive 40d 블랙&화이트,,,BMW -> X5 -> xDrive 40d 블랙&화이트,2
import,BMW,BMW,X5,X5,X5 (F15),,,xDrive M50d,xDrive M50d,,,BMW -> X5 -> xDrive M50d,15
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 30i,xDrive 30i,,,BMW -> X5 -> xDrive 30i,7
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 30si,xDrive 30si,,,BMW -> X5 -> xDrive 30si,11
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 35i,xDrive 35i,,,BMW -> X5 -> xDrive 35i,3
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 48i,xDrive 48i,,,BMW -> X5 -> xDrive 48i,3
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 50i,xDrive 50i,,,BMW -> X5 -> xDrive 50i,1
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 30d,xDrive 30d,,,BMW -> X5 -> xDrive 30d,19
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 35d,xDrive 35d,,,BMW -> X5 -> xDrive 35d,0
import,BMW,BMW,X5,X5,X5 (E70),,,xDrive 40d,xDrive 40d,,,BMW -> X5 -> xDrive 40d,3
import,BMW,BMW,X5,X5,X5 (E53),,,3.0i,3.0i,,,BMW -> X5 -> 3.0i,12
import,BMW,BMW,X5,X5,X5 (E53),,,4.4i,4.4i,,,BMW -> X5 -> 4.4i,2
import,BMW,BMW,X5,X5,X5 (E53),,,4.6is,4.6is,,,BMW -> X5 -> 4.6is,0
import,BMW,BMW,X5,X5,X5 (E53),,,4.8i,4.8i,,,BMW -> X5 -> 4.8i,0
import,BMW,BMW,X5,X5,X5 (E53),,,4.8is,4.8is,,,BMW -> X5 -> 4.8is,0
import,BMW,BMW,X5,X5,X5 (E53),,,3.0d,3.0d,,,BMW -> X5 -> 3.0d,0
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40i M 스포츠,xDrive40i M 스포츠,,,BMW -> X6 -> xDrive40i M 스포츠,500
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40i M 스포츠 퍼스트 에디션,xDrive40i M 스포츠 퍼스트 에디션,,,BMW -> X6 -> xDrive40i M 스포츠 퍼스트 에디션,0
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40i M 스포츠 온라인 익스클루시브,xDrive40i M 스포츠 온라인 익스클루시브,,,BMW -> X6 -> xDrive40i M 스포츠 온라인 익스클루시브,7
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40i M 스포츠 프로 스페셜 에디션,xDrive40i M 스포츠 프로 스페셜 에디션,,,BMW -> X6 -> xDrive40i M 스포츠 프로 스페셜 에디션,1
import,BMW,BMW,X6,X6,X6 (G06),,,M50i,M50i,,,BMW -> X6 -> M50i,67
import,BMW,BMW,X6,X6,X6 (G06),,,M50i 25주년 에디션,M50i 25주년 에디션,,,BMW -> X6 -> M50i 25주년 에디션,1
import,BMW,BMW,X6,X6,X6 (G06),,,M60i,M60i,,,BMW -> X6 -> M60i,11
import,BMW,BMW,X6,X6,X6 (G06),,,M60i 퍼스트 에디션,M60i 퍼스트 에디션,,,BMW -> X6 -> M60i 퍼스트 에디션,0
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive30d xLine,xDrive30d xLine,,,BMW -> X6 -> xDrive30d xLine,3
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive30d xLine 퍼스트 에디션,xDrive30d xLine 퍼스트 에디션,,,BMW -> X6 -> xDrive30d xLine 퍼스트 에디션,0
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive30d M 스포츠,xDrive30d M 스포츠,,,BMW -> X6 -> xDrive30d M 스포츠,265
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive30d M 스포츠 퍼스트 에디션,xDrive30d M 스포츠 퍼스트 에디션,,,BMW -> X6 -> xDrive30d M 스포츠 퍼스트 에디션,1
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40d M 스포츠,xDrive40d M 스포츠,,,BMW -> X6 -> xDrive40d M 스포츠,9
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40d M 스포츠 온라인 익스클루시브,xDrive40d M 스포츠 온라인 익스클루시브,,,BMW -> X6 -> xDrive40d M 스포츠 온라인 익스클루시브,45
import,BMW,BMW,X6,X6,X6 (G06),,,xDrive40d M 스포츠 프로,xDrive40d M 스포츠 프로,,,BMW -> X6 -> xDrive40d M 스포츠 프로,0
import,BMW,BMW,X6,X6,X6 (G06),,,M50d,M50d,,,BMW -> X6 -> M50d,2
import,BMW,BMW,X6,X6,X6 (G06),,,M50d 퍼스트 에디션,M50d 퍼스트 에디션,,,BMW -> X6 -> M50d 퍼스트 에디션,0
import,BMW,BMW,X6,X6,X6 (F16),,,xDrive 35i,xDrive 35i,,,BMW -> X6 -> xDrive 35i,1
import,BMW,BMW,X6,X6,X6 (F16),,,xDrive 30d,xDrive 30d,,,BMW -> X6 -> xDrive 30d,91
import,BMW,BMW,X6,X6,X6 (F16),,,xDrive 30d 비전 100 에디션,xDrive 30d 비전 100 에디션,,,BMW -> X6 -> xDrive 30d 비전 100 에디션,0
import,BMW,BMW,X6,X6,X6 (F16),,,xDrive 30d SAC 에디션,xDrive 30d SAC 에디션,,,BMW -> X6 -> xDrive 30d SAC 에디션,0
import,BMW,BMW,X6,X6,X6 (F16),,,xDrive 40d,xDrive 40d,,,BMW -> X6 -> xDrive 40d,9
import,BMW,BMW,X6,X6,X6 (F16),,,xDrive 40d M 스포츠,xDrive 40d M 스포츠,,,BMW -> X6 -> xDrive 40d M 스포츠,7
import,BMW,BMW,X6,X6,X6 (F16),,,M50d,M50d,,,BMW -> X6 -> M50d,22
import,BMW,BMW,X6,X6,X6 (E71),,,35i,35i,,,BMW -> X6 -> 35i,1
import,BMW,BMW,X6,X6,X6 (E71),,,50i,50i,,,BMW -> X6 -> 50i,4
import,BMW,BMW,X6,X6,X6 (E71),,,액티브 하이브리드,액티브 하이브리드,,,BMW -> X6 -> 액티브 하이브리드,0
import,BMW,BMW,X6,X6,X6 (E71),,,30d,30d,,,BMW -> X6 -> 30d,20
import,BMW,BMW,X6,X6,X6 (E71),,,35d,35d,,,BMW -> X6 -> 35d,0
